x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,label
0.68558991,0.768072605,-4.08e-07,0.642315865,0.725822151,-0.007830863,0.61524713,0.663418829,-0.009874288,0.601527512,0.60783428,-0.015511981,0.59173274,0.562484622,-0.018069224,0.624840677,0.611741304,0.016170017,0.618801951,0.55339098,-0.004847918,0.622915924,0.593113005,-0.019148013,0.62849158,0.63183099,-0.024359914,0.652768433,0.611233354,0.010640264,0.646150589,0.551520526,-0.011941574,0.647526562,0.602255344,-0.020997373,0.652037263,0.642785728,-0.01964259,0.681566536,0.617849231,0.00070169,0.676955879,0.561443627,-0.020074038,0.672879517,0.611045659,-0.015969029,0.67368114,0.651572645,-0.005734886,0.711085439,0.632405996,-0.010541053,0.705126584,0.589012325,-0.02174955,0.698185742,0.622890174,-0.014866948,0.697938323,0.654886603,-0.005228334,A
0.663810253,0.786301613,-4.04e-07,0.620812535,0.746611476,-0.005743458,0.595794857,0.689195514,-0.007682073,0.585272133,0.63638556,-0.013128313,0.577113271,0.594022751,-0.015851742,0.610562682,0.640726805,0.013745242,0.602897465,0.586466789,-0.005982674,0.603830099,0.626475632,-0.018125445,0.609219372,0.660896778,-0.022117263,0.636294961,0.640326142,0.00785293,0.627776146,0.585153639,-0.012340041,0.626847923,0.634401917,-0.019158622,0.632471263,0.668009698,-0.017088192,0.662992895,0.646540046,-0.001889119,0.65450877,0.592562616,-0.020667305,0.650154173,0.640477717,-0.014913384,0.653840601,0.675430417,-0.004316308,0.690653861,0.66001904,-0.012652677,0.679617524,0.619649589,-0.022331307,0.672873497,0.651516378,-0.014599868,0.675902784,0.678782463,-0.004749084,A
0.660180688,0.796946883,-3.65e-07,0.620815516,0.759420931,-0.002072247,0.599003673,0.706360042,-0.002884101,0.58927834,0.662825942,-0.007616273,0.580868721,0.625813782,-0.010390336,0.616760075,0.662574351,0.015341285,0.606974304,0.619061291,-0.001382808,0.607372105,0.652772307,-0.012705553,0.612846136,0.683690071,-0.016800769,0.63959682,0.663207829,0.008545401,0.628371239,0.619023919,-0.008934545,0.627281368,0.661166012,-0.015986964,0.633170903,0.693367362,-0.014890095,0.663782656,0.670396388,-0.001305004,0.651896834,0.630559444,-0.016285628,0.648522556,0.671512008,-0.011592494,0.65250659,0.702544868,-0.002983356,0.689423621,0.684087157,-0.01195413,0.676714242,0.652130783,-0.01846901,0.670583963,0.678216815,-0.011145693,0.672998428,0.700611293,-0.002556793,A
0.63980037,0.560156345,-3.05e-07,0.604057312,0.528734982,-0.004899112,0.582689285,0.483295858,-0.00700883,0.571868479,0.444878101,-0.012092443,0.563525379,0.412826508,-0.015127742,0.595620632,0.440749466,0.009109908,0.588329732,0.395920277,-0.007285698,0.590965152,0.425860971,-0.017976824,0.59469229,0.455178291,-0.021680852,0.618106663,0.439448923,0.004218896,0.610488772,0.392270505,-0.013215088,0.610566378,0.430217475,-0.020221634,0.613875508,0.461994559,-0.019170025,0.642112494,0.444171667,-0.003533882,0.636735439,0.400335193,-0.019988636,0.63254118,0.438844234,-0.017334791,0.632717431,0.471584797,-0.009374656,0.667169333,0.454779804,-0.011923887,0.660473347,0.421041042,-0.020554395,0.653569996,0.443603635,-0.01518766,0.652204096,0.466931432,-0.007410341,A
0.633056164,0.553741574,-3.16e-07,0.599767625,0.522310615,-0.00481342,0.580281675,0.475968063,-0.006962007,0.569992244,0.439544052,-0.012104296,0.562580943,0.407892704,-0.015580362,0.595608413,0.432296693,0.009236478,0.585447431,0.392491519,-0.007584405,0.587319136,0.422181755,-0.019004518,0.592406571,0.450852603,-0.023324851,0.61722225,0.431842774,0.003896703,0.608973801,0.387216836,-0.013708813,0.606962562,0.423629552,-0.021389257,0.609518945,0.455354244,-0.020898832,0.640634596,0.437309533,-0.004361067,0.634895742,0.396035373,-0.021289572,0.628756821,0.434895605,-0.019245327,0.628091812,0.467081785,-0.011744568,0.665848315,0.448670268,-0.013252362,0.656906247,0.416195333,-0.022534519,0.649395049,0.440738618,-0.017339386,0.648551524,0.464980483,-0.009678287,A
0.564522624,0.526308,-3.53e-07,0.524869084,0.496486485,-0.003038549,0.502239525,0.449757814,-0.003764939,0.496033758,0.409068942,-0.008180661,0.493162662,0.377230346,-0.010710643,0.515104473,0.402127683,0.015076778,0.502675235,0.363057226,-0.001391737,0.50350529,0.396263957,-0.012184754,0.510093033,0.42474103,-0.01578282,0.537574172,0.397901863,0.008984636,0.525196373,0.356310904,-0.008474775,0.524004519,0.397809118,-0.01525911,0.529914796,0.427936912,-0.013421288,0.5619874,0.400208294,-0.000355554,0.550936639,0.362681597,-0.017223027,0.546632171,0.405407786,-0.014080496,0.550129652,0.436242998,-0.005403842,0.588133931,0.409199864,-0.010316017,0.576026499,0.379743546,-0.018673992,0.569452107,0.408231646,-0.012301392,0.571890891,0.431907833,-0.003561549,A
0.688144326,0.535018146,-3.17e-07,0.651334524,0.507336617,-0.005296146,0.627252698,0.461734772,-0.007303336,0.614227593,0.421231031,-0.011964191,0.602747917,0.389427364,-0.014436883,0.636450708,0.418509334,0.008649293,0.627289712,0.37362355,-0.007775866,0.63276583,0.403611481,-0.018955069,0.638722837,0.433687031,-0.023272384,0.659736395,0.416109473,0.003628558,0.651273847,0.369743943,-0.013141688,0.653859615,0.407547444,-0.020023391,0.657390714,0.439532608,-0.019513659,0.684384227,0.419960678,-0.004309291,0.67781359,0.375669122,-0.019716842,0.676044106,0.41484201,-0.016103053,0.676543891,0.447026134,-0.008457148,0.709927917,0.430297285,-0.013089743,0.703420341,0.398196459,-0.021704212,0.697669506,0.424483418,-0.016079847,0.696304321,0.449041635,-0.00864388,A
0.674857438,0.524003148,-2.99e-07,0.636796713,0.491028517,-0.002161937,0.613636971,0.44848305,-0.003259216,0.603415191,0.413247049,-0.007973488,0.602225959,0.38323161,-0.011124845,0.627123117,0.404949784,0.013715466,0.621249795,0.364159226,-0.001810208,0.620502055,0.391554683,-0.013198097,0.622648239,0.420938075,-0.017656436,0.649491251,0.404473573,0.007334389,0.643201053,0.360272855,-0.009917524,0.640063763,0.396839142,-0.017951151,0.641716301,0.430446118,-0.017418217,0.673189342,0.409853309,-0.001791419,0.667249858,0.369670868,-0.017634735,0.661541283,0.407675266,-0.015480551,0.661291242,0.440702051,-0.00794506,0.698010683,0.422307193,-0.011406431,0.691308558,0.390210122,-0.019610643,0.684073329,0.41580537,-0.013861938,0.68258357,0.440591216,-0.005863185,A
0.845364511,0.732748449,-2.82e-07,0.806026816,0.692313433,-0.004311238,0.783631682,0.640204906,-0.00563923,0.772158504,0.59357816,-0.010096203,0.765473604,0.557693779,-0.012387268,0.792289019,0.602650344,0.01412603,0.787401378,0.554650724,-0.003275963,0.792313397,0.581254661,-0.016209934,0.796591401,0.613131642,-0.021449976,0.816984534,0.603518307,0.008304167,0.811561644,0.552218795,-0.009264457,0.814363301,0.587969363,-0.017772788,0.817662895,0.622344017,-0.018178282,0.842939854,0.611100733,-0.000801191,0.84155196,0.563850164,-0.018005995,0.838848233,0.602008045,-0.015650569,0.837331533,0.636454403,-0.008427385,0.869251907,0.62632966,-0.010641691,0.866203368,0.593802035,-0.020820426,0.86112982,0.620636046,-0.015524649,0.859235883,0.646095276,-0.008026183,A
0.840681493,0.66307044,-2.84e-07,0.800835669,0.627432346,-0.00436521,0.77605617,0.578886986,-0.006186814,0.763640344,0.533751428,-0.010770895,0.755579174,0.49941802,-0.012944599,0.782485187,0.541463077,0.011286431,0.777045548,0.491029918,-0.005008386,0.783183038,0.51791507,-0.016877359,0.787648022,0.549046218,-0.021592308,0.806797147,0.540444791,0.00566818,0.801501095,0.489278078,-0.010108563,0.805731237,0.525336862,-0.017083835,0.80881834,0.55876255,-0.017049231,0.832120419,0.545891643,-0.002947259,0.828779638,0.499148399,-0.017671715,0.829330623,0.535615325,-0.013656162,0.829756439,0.568508625,-0.00615057,0.857212603,0.559195161,-0.012392282,0.853685021,0.526419699,-0.020486062,0.850671291,0.55234319,-0.013931682,0.850062788,0.576874673,-0.006087957,A
0.823525965,0.636052728,-2.71e-07,0.78546375,0.606401622,-0.004960154,0.759945989,0.560608208,-0.006762291,0.746661246,0.51737529,-0.010986775,0.738228858,0.484363288,-0.013068723,0.766371965,0.524578393,0.008791219,0.759023845,0.478699625,-0.007032323,0.765631616,0.503737271,-0.018199049,0.771002233,0.532966495,-0.022579264,0.790424883,0.522537887,0.003811519,0.783555686,0.475705922,-0.012281362,0.788324416,0.508825064,-0.019488132,0.792262435,0.540621579,-0.019515859,0.81530267,0.526440918,-0.003983487,0.811220706,0.483918428,-0.019054392,0.811493695,0.518258512,-0.016366623,0.811754882,0.54960078,-0.009658833,0.84059155,0.536960959,-0.012476706,0.835319042,0.506929278,-0.021039432,0.832342923,0.531312644,-0.015642308,0.831953943,0.554692388,-0.008591601,A
0.306981266,0.638094902,-1.09e-07,0.346407175,0.620514572,0.007763501,0.368193001,0.572605312,0.016343733,0.378375322,0.523246348,0.022165732,0.380985081,0.489998966,0.028480418,0.357763469,0.533829808,0.030179165,0.362802893,0.491396517,0.03522034,0.360376716,0.507197559,0.034045368,0.357246041,0.528503895,0.033928484,0.337244093,0.527936995,0.029049858,0.34059462,0.488323897,0.036237273,0.340135843,0.507688165,0.032618865,0.337290138,0.52881664,0.030000445,0.316039532,0.527685702,0.027290946,0.321706057,0.489887774,0.033796411,0.322899163,0.509183168,0.033433635,0.320298553,0.529381931,0.032308742,0.295716792,0.530980945,0.026139185,0.302400142,0.501014352,0.033525839,0.303876996,0.51760906,0.038086351,0.302396208,0.534868658,0.041024938,A
0.376311302,0.688790739,-2.99e-07,0.419575602,0.665955544,-0.005603227,0.448491633,0.611391544,-0.004258047,0.46049583,0.558721602,-0.005117457,0.461692005,0.517697155,-0.003368749,0.439503223,0.557647169,0.009830476,0.444949627,0.507805288,-0.007777351,0.441515446,0.550873041,-0.017001811,0.437758952,0.583093703,-0.019071914,0.41539225,0.556253076,0.006616193,0.420052588,0.507975936,-0.013391963,0.419363439,0.563080788,-0.018549884,0.415987223,0.594753921,-0.015378297,0.389633119,0.561932862,0.00031172,0.393104941,0.516820073,-0.02169282,0.39518559,0.573333144,-0.0155886,0.393499166,0.602368891,-0.00405669,0.361741811,0.574254453,-0.006303484,0.367580771,0.543236375,-0.020851782,0.371085346,0.582928658,-0.014329864,0.370665789,0.606066644,-0.004418405,A
0.44770804,0.505336761,-2.03e-07,0.491190553,0.484160841,-0.002326214,0.520255148,0.439685225,-0.000634778,0.53336072,0.397054821,-0.001660727,0.534376025,0.36150229,-0.001734006,0.507845521,0.39181307,0.010311753,0.513725162,0.349087149,-0.004006024,0.511648178,0.381449461,-0.01409208,0.506817043,0.412161767,-0.017791798,0.48510614,0.389061719,0.005934087,0.493104517,0.342708886,-0.010364208,0.490867049,0.387358308,-0.017460329,0.484694749,0.420563132,-0.017058481,0.46062088,0.392383277,-0.000600737,0.467995197,0.347041458,-0.01926278,0.468098432,0.395514131,-0.016203044,0.463509977,0.42721501,-0.007910843,0.433656752,0.402071089,-0.007138368,0.442447037,0.371680021,-0.021401152,0.445720375,0.407122254,-0.016900713,0.443944097,0.432350814,-0.008936886,A
0.432799011,0.519027412,-2.26e-07,0.476128519,0.495741993,-0.003764643,0.506677151,0.449991375,-0.003224131,0.521584392,0.404602677,-0.005213065,0.524257421,0.365974218,-0.005688335,0.496055186,0.39770931,0.00908999,0.503783405,0.351782441,-0.006563357,0.50110203,0.387682468,-0.017051186,0.496049613,0.420426339,-0.020606074,0.472061872,0.394557863,0.005158618,0.480288208,0.347169578,-0.011666881,0.478408366,0.394709438,-0.018339626,0.47276935,0.428826243,-0.017661508,0.446585,0.398636788,-0.00117547,0.453880221,0.35291326,-0.019487029,0.45421204,0.403967679,-0.015006195,0.450036764,0.436199635,-0.005957271,0.419378698,0.409558296,-0.007778684,0.428361505,0.378811181,-0.02091888,0.431494385,0.415361971,-0.015155032,0.429465592,0.440549523,-0.006427821,A
0.422081709,0.524988353,-2.44e-07,0.465845615,0.505009115,-0.006278164,0.497815192,0.45718047,-0.005656235,0.514730215,0.407600045,-0.007140098,0.517363608,0.366615206,-0.006821017,0.487696022,0.401133627,0.009571757,0.496002614,0.354331344,-0.006767546,0.49324587,0.39123562,-0.017395541,0.488249391,0.423351169,-0.020907182,0.464688241,0.398079813,0.006843128,0.473008335,0.348801136,-0.010791227,0.470969707,0.397109866,-0.017679116,0.464758635,0.430798322,-0.016678106,0.439516485,0.402198344,0.001243187,0.447165728,0.35539031,-0.018788686,0.447403073,0.407427788,-0.014645626,0.442519814,0.439847142,-0.005123615,0.411296636,0.412573934,-0.004798424,0.42015776,0.381248742,-0.01961921,0.423840553,0.418214172,-0.014634098,0.421880543,0.443985403,-0.005935282,A
0.400956362,0.670200527,-2.46e-07,0.444366157,0.640980959,-0.006966085,0.471587569,0.587499917,-0.007271106,0.481027544,0.535109043,-0.009644314,0.479803085,0.492910147,-0.00991335,0.456424475,0.532749295,0.00866596,0.460607558,0.485739201,-0.008415744,0.459423304,0.527650118,-0.019269973,0.456288666,0.562340558,-0.022881541,0.432307899,0.53249526,0.005865178,0.436859667,0.484376818,-0.012437026,0.437824041,0.536125541,-0.019104091,0.434268504,0.571144521,-0.017920317,0.406537473,0.539909959,0.000116258,0.409785658,0.492477685,-0.020177128,0.414046198,0.547173619,-0.014803171,0.412412077,0.580711901,-0.004574684,0.378362387,0.55440408,-0.006196142,0.383588374,0.523016214,-0.021105139,0.390217394,0.561741233,-0.015139856,0.391151726,0.587688684,-0.005727221,A
0.345279366,0.654022872,-2.65e-07,0.388231218,0.6329965,-0.01023683,0.41740635,0.573611498,-0.009977379,0.428490996,0.516335249,-0.010647108,0.426437855,0.473654926,-0.008960652,0.398841202,0.51681447,0.005568045,0.406920314,0.472043782,-0.011004717,0.405501306,0.514417827,-0.021015385,0.402107149,0.548203766,-0.024243664,0.37398383,0.519134998,0.005481211,0.377374351,0.475909561,-0.014328417,0.379547775,0.52759409,-0.021560602,0.378005892,0.561499298,-0.02065387,0.349848062,0.529109299,0.002353854,0.351240426,0.488239408,-0.018226063,0.356823862,0.539884686,-0.013852859,0.356911659,0.571990013,-0.004472182,0.325007915,0.544195533,-0.001580479,0.328346103,0.518098235,-0.015856881,0.334585905,0.553708136,-0.011367072,0.336667657,0.577473998,-0.003384673,A
